,Threshold,Feature,Direction,Alpha
0,11.04,24.0,1.0,1.1136178278761295
1,4.16,20.0,-1.0,0.726978235015907
2,9.12,4.0,1.0,0.7289154223424444
3,1.1199999999999999,40.0,-1.0,0.502521670344292
4,15.04,9.0,1.0,0.5025551989447412
5,6.08,20.0,-1.0,0.4606575471762817
6,5.12,35.0,-1.0,0.5317316693833709
7,12.16,25.0,1.0,0.4562066031524414
8,3.04,4.0,1.0,0.4023794370167576
9,11.1,8.0,1.0,0.3932363397943549
10,6.08,40.0,-1.0,0.42362201186585907
11,0.15999999999999998,20.0,-1.0,0.4414332803238733
12,0.15999999999999998,41.0,-1.0,0.3637110112987687
13,6.08,27.0,-1.0,0.4169794571592281
14,2.08,56.0,1.0,0.3835645839014721
15,2.08,5.0,1.0,0.3359188489813132
16,11.04,17.0,1.0,0.3664548357897094
17,11.04,44.0,1.0,0.3167019330078571
18,8.16,20.0,-1.0,0.38424254694410714
19,1.1199999999999999,59.0,-1.0,0.32404600144776785
20,1.1199999999999999,42.0,-1.0,0.284640822088578
21,4.16,40.0,-1.0,0.3421748695827011
22,0.15999999999999998,28.0,-1.0,0.31210361339959086
23,0.15999999999999998,35.0,-1.0,0.2785406922431543
24,2.08,4.0,1.0,0.32618980630603556
25,14.08,10.0,1.0,0.2982648864045095
26,13.12,1.0,1.0,0.2738407462152111
27,3.04,29.0,-1.0,0.3407022812627571
28,4.16,41.0,-1.0,0.28447221542121354
29,0.15999999999999998,19.0,-1.0,0.28461032511354745
30,11.04,18.0,1.0,0.2284923812980054
31,10.08,9.0,1.0,0.2717023395258301
32,10.08,5.0,1.0,0.31624021584316037
33,9.12,40.0,-1.0,0.3130497416212654
34,13.12,44.0,1.0,0.24361467328036732
35,4.16,21.0,-1.0,0.28939263678222016
36,8.16,19.0,-1.0,0.2697433413582441
37,2.08,2.0,-1.0,0.3090163946105722
38,0.15999999999999998,4.0,1.0,0.2600734480856236
39,6.0200000000000005,37.0,1.0,0.2130127740374924
40,4.16,20.0,-1.0,0.26151939957726256
41,4.16,59.0,-1.0,0.25272991946989104
42,5.12,35.0,-1.0,0.2423986616620789
43,2.08,1.0,1.0,0.21691568578377743
44,15.04,34.0,1.0,0.24712222279587015
45,13.12,49.0,-1.0,0.2330749049457689
46,5.12,24.0,1.0,0.22436546993052697
47,3.04,29.0,-1.0,0.22128698048071632
48,10.08,5.0,1.0,0.2697587313957743
49,6.08,40.0,-1.0,0.2580478282161467
50,1.1199999999999999,35.0,-1.0,0.21300285572121552
51,4.16,20.0,-1.0,0.2299545865449825
52,14.08,17.0,1.0,0.22505830737688173
53,15.04,11.0,1.0,0.21082457299835802
54,12.16,19.0,-1.0,0.22089268275884416
55,2.08,2.0,-1.0,0.20929820879624828
56,0.15999999999999998,56.0,1.0,0.24388506631837034
57,4.16,4.0,1.0,0.2437408264040665
58,10.08,18.0,1.0,0.21455389510944348
59,11.1,8.0,1.0,0.2247947534995245
