,Threshold,Feature,Direction,Alpha
0,0.15999999999999998,20.0,-1.0,1.4318203191157863
1,13.12,40.0,1.0,1.220114145165339
2,10.08,52.0,1.0,1.0112809149803705
3,4.16,47.0,-1.0,0.9375899526199697
4,10.08,2.0,-1.0,1.1010339300518912
5,0.15999999999999998,19.0,-1.0,0.7837416148421045
6,12.16,59.0,1.0,0.646758193287305
7,4.16,28.0,-1.0,0.5440850397280396
8,6.08,44.0,1.0,0.6835827477206815
9,1.1199999999999999,1.0,-1.0,0.6690949636199276
10,5.12,11.0,-1.0,0.5640208075257417
11,4.16,28.0,-1.0,0.5400649074586886
12,13.12,33.0,1.0,0.5249992949291754
13,5.12,52.0,1.0,0.6309838994969191
14,10.08,35.0,1.0,0.5582925519297123
15,12.16,40.0,1.0,0.5871558391140096
16,15.04,51.0,1.0,0.4910649789518232
17,8.16,50.0,-1.0,0.5257403737645449
18,10.08,41.0,1.0,0.5920293681232216
19,2.08,19.0,-1.0,0.666296102066325
20,3.04,10.0,-1.0,0.5510050539891508
21,6.08,59.0,1.0,0.5837482676144979
22,0.14999999999999997,8.0,-1.0,0.5068867843226206
23,1.02,45.0,1.0,0.5559444202030592
24,0.15999999999999998,20.0,-1.0,0.5067450584601576
25,2.08,56.0,-1.0,0.4873694040800623
26,9.12,44.0,1.0,0.5191926687066462
27,11.04,26.0,-1.0,0.6030437767855098
28,0.15999999999999998,28.0,-1.0,0.3827286373129699
29,3.04,44.0,1.0,0.4190769499638441
30,1.1199999999999999,44.0,1.0,0.5963784056006011
31,1.1199999999999999,28.0,-1.0,0.736530281573667
32,7.04,12.0,-1.0,0.5329200716745406
33,7.04,12.0,1.0,0.7000018167182813
34,10.08,9.0,-1.0,0.48420669465954774
35,15.04,40.0,1.0,0.4360795379257894
36,3.15,29.0,-1.0,0.47163237675313185
37,9.12,44.0,1.0,0.5014949018701766
38,5.12,1.0,-1.0,0.42709468602609746
39,0.15999999999999998,11.0,-1.0,0.45157288401769297
40,4.16,59.0,1.0,0.478792100447476
41,5.1,24.0,-1.0,0.39757122328868794
42,7.04,24.0,1.0,0.6520139792469025
43,6.08,34.0,1.0,0.4575206471132997
44,0.15999999999999998,56.0,-1.0,0.4682976472066647
45,2.08,19.0,-1.0,0.4425424836642073
46,4.16,10.0,-1.0,0.48127153235464915
47,9.12,40.0,1.0,0.4623739880541882
48,12.16,50.0,-1.0,0.41344599882570915
49,14.08,59.0,1.0,0.474328380808165
50,0.15999999999999998,10.0,-1.0,0.483031822826747
51,2.08,20.0,-1.0,0.7804806649199639
52,4.16,59.0,1.0,0.3326922019073335
53,6.08,44.0,1.0,0.43476899293575344
54,5.12,1.0,-1.0,0.39865468594443604
55,7.04,24.0,1.0,0.4117704766538678
56,6.08,34.0,1.0,0.3987985130994342
57,7.04,26.0,-1.0,0.3748427623635067
58,0.15999999999999998,56.0,-1.0,0.34424679499216815
59,9.12,40.0,1.0,0.35130373813829585
