,Threshold,Feature,Direction,Alpha
0,2.08,58.0,-1.0,1.437778336055512
1,6.08,36.0,1.0,1.0307269346340473
2,0.15999999999999998,48.0,-1.0,0.6368322458830873
3,10.08,25.0,-1.0,0.7825589997698932
4,1.1199999999999999,51.0,-1.0,0.7041591256635815
5,4.16,26.0,-1.0,0.9932255376312119
6,13.12,27.0,1.0,0.6406310344489606
7,1.1199999999999999,18.0,-1.0,0.5272867385427336
8,0.15999999999999998,48.0,-1.0,0.5745892098672871
9,7.04,51.0,-1.0,0.5037310645787426
10,6.08,17.0,-1.0,0.5221378570392242
11,8.120000000000001,37.0,1.0,0.5296414437724059
12,6.08,18.0,-1.0,0.5202495966540008
13,15.04,11.0,1.0,0.5533624926807527
14,13.049999999999999,8.0,1.0,0.5545592566757593
15,1.1199999999999999,28.0,1.0,0.9347699967176669
16,0.15999999999999998,51.0,-1.0,0.5840572689191876
17,9.12,48.0,1.0,0.4556311313447152
18,1.1199999999999999,16.0,-1.0,0.48382511840807024
19,13.12,35.0,1.0,0.43234862771569543
20,12.16,25.0,-1.0,0.5123267226733944
21,4.16,29.0,1.0,0.7573433553105495
22,7.04,48.0,1.0,0.4343952979784301
23,12.16,34.0,1.0,0.4056450098848822
24,8.16,26.0,-1.0,0.4824567129840104
25,2.08,57.0,-1.0,0.3789077091114542
26,7.04,58.0,-1.0,0.5027242568409905
27,11.04,4.0,1.0,0.4527532244615853
28,8.16,11.0,1.0,0.38542797314661337
29,15.04,36.0,1.0,0.4455401585586448
30,7.04,51.0,-1.0,0.4019052642115314
31,2.08,50.0,-1.0,0.39518090541016027
32,0.14,37.0,1.0,0.38180887937199304
33,2.08,18.0,-1.0,0.4270584039564187
34,5.12,29.0,1.0,0.40742255485607237
35,4.16,27.0,1.0,0.47765545050350755
36,4.16,57.0,-1.0,0.3703775486776585
37,12.16,3.0,1.0,0.4391505969976556
38,13.12,35.0,1.0,0.4283738109106872
39,4.16,25.0,-1.0,0.359208257492442
40,15.04,2.0,1.0,0.3396862367873462
41,12.16,58.0,-1.0,0.42970733248204207
42,15.04,36.0,1.0,0.35535579727876826
43,9.12,11.0,1.0,0.3950317721801814
44,1.1199999999999999,5.0,1.0,0.4275738969473965
45,3.04,33.0,1.0,0.38702748707156664
46,15.04,10.0,1.0,0.37038272238897274
47,6.08,18.0,-1.0,0.4138061185686942
48,0.15999999999999998,58.0,-1.0,0.39289421525581814
49,8.16,11.0,1.0,0.41893093132420617
50,1.1199999999999999,5.0,1.0,0.2801505747305115
51,0.15999999999999998,13.0,-1.0,0.3306664048573364
52,6.08,51.0,-1.0,0.32620722869758256
53,4.0600000000000005,37.0,1.0,0.34960115181422935
54,12.16,35.0,1.0,0.3016268346171501
55,7.04,17.0,-1.0,0.2647378073809194
56,9.12,50.0,-1.0,0.36859705311581914
57,0.15999999999999998,57.0,-1.0,0.34025347175378146
58,9.12,25.0,-1.0,0.3288519003835822
59,7.04,58.0,-1.0,0.35649279626982733
