,Threshold,Feature,Direction,Alpha
0,2.5040000000000004,1.0,-1.0,0.6815045160009771
1,4.717000000000003,2.0,-1.0,0.9313341422029247
2,1.9440000000000008,2.0,1.0,0.9607296530801757
3,2.5040000000000004,1.0,-1.0,0.7293284860392205
4,4.953000000000003,2.0,-1.0,0.7557308854986406
5,1.9440000000000008,2.0,1.0,0.5997164509738538
6,2.024,1.0,-1.0,0.7278611629611101
7,4.717000000000003,2.0,-1.0,0.6384086433966175
8,1.9440000000000008,2.0,1.0,0.7020978362802691
9,2.024,1.0,-1.0,0.6064124281178168
10,4.953000000000003,2.0,-1.0,0.6448798566339399
11,1.9440000000000008,2.0,1.0,0.4832891123191312
12,2.024,1.0,-1.0,0.6326683362380645
13,1.6120000000000005,3.0,-1.0,0.652792454645621
14,1.9440000000000008,2.0,1.0,0.5183994814070615
15,2.024,1.0,-1.0,0.6468934730020881
16,4.953000000000003,2.0,-1.0,0.5056570754600678
17,1.9440000000000008,2.0,1.0,0.379188032003101
18,2.024,1.0,-1.0,0.5484555316567649
19,1.6120000000000005,3.0,-1.0,0.5884762874342429
20,6.423999999999975,0.0,1.0,0.41656817128499735
21,1.9440000000000008,2.0,1.0,0.4984395184407322
22,4.717000000000003,2.0,-1.0,0.6846261774449385
23,2.024,1.0,-1.0,0.5268950041761337
24,1.9440000000000008,2.0,1.0,0.6581176820220196
25,4.717000000000003,2.0,-1.0,0.4938554076767921
26,6.81999999999997,0.0,1.0,0.5859442838998589
27,4.953000000000003,2.0,-1.0,0.4570002894991812
28,2.024,1.0,-1.0,0.4076366809694835
29,1.9440000000000008,2.0,1.0,0.6276216325481822
30,4.717000000000003,2.0,-1.0,0.5308231715702182
31,6.81999999999997,0.0,1.0,0.44070614424494453
32,1.5160000000000005,3.0,-1.0,0.4245669819563271
33,2.024,1.0,-1.0,0.46435322357281344
34,1.9440000000000008,2.0,1.0,0.6512156028294218
35,4.717000000000003,2.0,-1.0,0.5015857920719162
36,2.024,1.0,-1.0,0.37892752428437176
37,1.9440000000000008,2.0,1.0,0.5468912317874363
38,4.953000000000003,2.0,-1.0,0.49920952843263605
39,2.024,1.0,-1.0,0.6088173272458184
40,1.6120000000000005,3.0,-1.0,0.5037199663201619
41,6.315999999999976,0.0,1.0,0.5238823490283442
42,4.953000000000003,2.0,-1.0,0.40078450830183376
43,1.9440000000000008,2.0,1.0,0.48073871845475374
44,2.024,1.0,-1.0,0.6381937359720053
45,1.5160000000000005,3.0,-1.0,0.5183052069481161
46,1.9440000000000008,2.0,1.0,0.44924602293151367
47,2.024,1.0,-1.0,0.5287003060062919
48,4.953000000000003,2.0,-1.0,0.5567053261420075
49,6.81999999999997,0.0,1.0,0.35939253619910616
50,4.717000000000003,2.0,-1.0,0.40891520664464265
51,1.9440000000000008,2.0,1.0,0.6191436156707152
52,2.024,1.0,-1.0,0.5719846375992996
53,1.6120000000000005,3.0,-1.0,0.5014720473295273
54,1.9440000000000008,2.0,1.0,0.3296633102972234
55,2.024,1.0,-1.0,0.5250311279555195
56,4.953000000000003,2.0,-1.0,0.5414567878130373
57,6.315999999999976,0.0,1.0,0.367221519077813
58,4.717000000000003,2.0,-1.0,0.4157186035867063
59,1.9440000000000008,2.0,1.0,0.6064465365688059
